Caliste_Charriere	Coelina_Pixerecourt	0.38796934485435486
Floricourt_Dorat	Monde_Prevost	0.37233686447143555
Incas_Marmontel	Voyage_Maistre	0.3593883812427521
Noirs_Gouges	Vie_Retif	0.35698920488357544
Louis_Perrault	Enfants_Diderot	0.35528451204299927
Jardins_Delille	Naufrage_Morelly	0.3548775315284729
Clarissa_Richardson	Corinne_Stael	0.3546825647354126
Deserteur_Monsigny	Juger_Kant	0.3450963795185089
Temple_Voltaire	Vie_Retif	0.3440563976764679
Soliman_Favart	Jeu_Marivaux	0.34381720423698425
Annette_Favart	Jeune_Chamfort	0.3382256031036377
Coelina_Pixerecourt	Comique_Bergerac	0.3376989960670471
Songe_Voltaire	Utopia_More	0.3364047110080719
Chercheuse_Favart	Menage_Retif	0.33606380224227905
Georgiques_Virgile	Traum_Grillparzer	0.3357549011707306
Ars_Ovid	Cleveland_Prevost	0.329684853553772
Nothing_Beckett	Naissance_Nietzsche	0.32831093668937683
Monde_Voltaire	Voyage_Lamartine	0.3245645761489868
Religieuse_Diderot	L'Emigre_Meilhan	0.3231619596481323
Juger_Kant	Jenni_Voltaire	0.3223511278629303
Seducteur_Kierkegaard	Galatee_Florian	0.32043659687042236
Lac_Lamartine	Thebaide_Racine	0.32007071375846863
Françaises_Retif	Comique_Bergerac	0.3169891834259033
Jeannot_Voltaire	Exemplaires_Cervantes	0.3169283866882324
Perceval_Troyes	Memoires_Commynes	0.3133877217769623
Amis_Beaumarchais	Sopha_Crebillon	0.3132358491420746
Crocheteur_Voltaire	Cid_Corneille	0.31314414739608765
Micromegas_Voltaire	Diable_Cazotte	0.3123418092727661
Egarements_Crebillon	Boudoir_Sade	0.31048136949539185
Ecole_Moliere	Brouette_Mercier	0.31025123596191406
Scarmentado_Voltaire	Temple_Montesquieu	0.3091003894805908
Alzire_Voltaire	Infortunes_Sade	0.3073216378688812
Memoires_Roland	Nathan_Lessing	0.3061365485191345
Code_Morelly	Chute_Lamartine	0.3055903911590576
Oxtiern_Sade	Jocelyn_Lamartine	0.304458349943161
Exemplaires_Cervantes	Traum_Grillparzer	0.3037604093551636
Chercheuse_Favart	Eloge_Diderot	0.30308669805526733
Fanchette_Retif	Cleveland_Prevost	0.302946537733078
Paul_Bernardin	Œdipe_Voltaire	0.3013061583042145
Pamela_Richardson	Soliman_Favart	0.301230788230896
Parvenu_Marivaux	Fanatisme_Voltaire	0.29935574531555176
Nuit_Crebillon	Adelaide_Voltaire	0.2989320158958435
L'An_Mercier	Saul_Voltaire	0.2986958622932434
Juger_Kant	Entretiens_Fontenelle	0.29826462268829346
Crusoe_Defoe	Cleveland_Prevost	0.29746508598327637
Rache_Schiller	Cinna_Corneille	0.29672256112098694
